customer_id,age,annual_income,spending_score,visit_freq,avg_cart,membership_years
775,44,10233,94,17,380300,5.6
776,41,8295,82,16,224400,11.4
777,32,10628,51,2,233900,6.5
778,43,9444,69,14,322300,10.3
779,29,2975,77,24,50300,2.9
780,47,14384,24,0,128500,8.8
781,49,11256,69,16,237300,6.2
782,31,7865,81,12,185200,5.3
783,37,12860,73,20,181200,5.4
784,31,2587,70,24,49600,0.7
785,40,11156,34,3,232100,1.9
786,35,7133,89,10,250100,4.0
787,59,13395,34,5,68700,9.6
788,30,2579,71,20,34800,0.1
789,28,2331,73,23,46200,2.6
790,45,11937,37,3,185100,6.7
791,28,4279,83,27,20300,0.0
792,48,10440,18,2,140900,5.7
793,42,9799,80,24,263300,4.0
794,49,10876,86,16,144500,11.4
795,31,2886,83,26,71200,2.9
796,47,4609,28,2,62000,11.1
797,20,2749,76,22,39500,1.0
798,62,4294,35,3,85700,6.0
799,30,3345,81,22,53100,2.1
800,41,9210,90,23,659900,4.1
801,59,5180,15,3,93900,2.9
802,59,6069,36,3,34300,7.6
803,32,3016,80,24,41900,3.5
804,48,11323,46,2,99900,8.3
805,42,9542,85,19,493600,9.7
806,52,14063,28,3,87200,3.6
807,58,4843,16,1,95400,3.8
808,30,3144,85,22,36600,0.4
809,38,10247,91,14,170100,5.9
810,28,4073,74,17,43900,3.2
811,42,10041,72,23,168200,6.8
812,49,5784,34,3,54700,7.6
813,43,9888,89,16,186200,10.5
814,35,3334,73,25,47900,1.0
815,38,10438,25,4,294400,1.1
816,48,11067,35,3,214700,3.8
817,58,5680,20,1,83000,9.0
818,29,3667,84,17,75900,0.9
819,66,4837,30,3,41900,10.9
820,28,3895,77,18,45400,2.5
821,51,5032,27,2,46400,3.4
822,49,10076,33,6,143000,3.6
823,36,8722,94,21,167400,4.7
824,66,5820,31,3,87700,8.5
825,21,3570,77,24,49100,0.6
826,53,13059,29,2,143200,10.0
827,22,4153,89,13,30700,3.1
828,41,11085,22,4,223400,3.4
829,32,3438,76,25,21500,0.7
830,48,11806,34,4,128900,6.0
831,57,10867,36,6,148700,3.6
832,45,14849,35,3,48800,7.4
833,62,5063,28,1,95400,8.6
834,64,4704,15,1,52600,3.0
835,44,10114,32,5,145800,3.0
836,53,5490,21,4,52700,7.6
837,59,4067,25,3,64500,6.2
838,27,4077,79,21,49400,1.7
839,54,6475,27,2,50200,3.7
840,43,12687,47,3,204000,2.2
841,70,5081,9,1,32500,5.5
842,35,11306,32,3,130800,6.5
843,66,3447,25,1,70000,3.9
844,63,4496,23,3,44100,9.2
845,30,10993,87,22,715500,11.8
846,58,5029,17,4,48100,8.3
847,32,9379,78,20,508000,6.7
848,56,6020,20,2,48700,2.1
849,51,12223,41,3,230800,10.0
850,56,12748,22,3,329800,6.6
851,59,11724,38,5,237300,8.3
852,40,9781,26,6,145700,2.0
853,35,9550,87,16,573600,5.6
854,52,13724,23,3,153000,2.6
855,26,2663,82,15,31100,2.0
856,45,12039,27,5,232700,3.3
857,49,10469,79,16,164300,11.9
858,69,5816,29,1,46500,2.4
859,34,10687,22,2,135100,8.2
860,39,8876,89,22,609900,4.1
861,44,7764,83,19,486700,3.8
862,29,3322,69,13,61800,3.0
863,56,7841,22,0,62400,10.5
864,36,11769,79,25,252600,6.0
865,49,5008,28,2,46800,10.5
866,56,6796,12,2,54000,5.3
867,29,2544,65,25,78200,0.6
868,37,7069,74,17,539000,2.8
869,32,9466,81,20,169600,3.8
870,50,4990,39,2,78300,5.6
871,22,3067,82,20,22800,0.3
872,34,3588,83,26,39500,3.1
873,38,10931,93,21,436900,7.6
874,36,12749,39,1,125000,1.8
875,20,3644,62,21,58700,3.7
876,61,4165,38,2,82700,11.5
877,30,7735,81,27,556400,3.5
878,42,12937,43,2,208500,7.5
879,30,9977,20,3,199400,2.3
880,41,9649,32,3,180300,5.5
881,20,2998,71,20,60200,0.2
882,29,3401,77,27,45500,2.8
883,45,10557,24,4,239400,7.3
884,31,3755,81,27,58000,2.6
885,23,4071,78,23,40500,2.7
886,49,7463,88,15,569300,7.8
887,45,4866,15,2,70600,3.0
888,54,11117,24,1,180200,1.5
889,41,11210,30,5,143300,1.5
890,42,6224,80,26,455600,3.7
891,27,3202,75,16,58600,0.3
892,38,10353,78,22,520900,7.7
893,49,9977,28,3,199400,5.6
894,50,7174,18,3,23200,7.7
895,38,6660,21,2,88900,1.3
896,26,4237,79,14,34200,2.3
897,25,2910,95,23,45100,0.2
898,25,2888,87,15,49000,1.8
899,29,9030,93,16,576000,7.1
900,30,10585,74,17,193200,8.3
901,67,14537,27,3,230500,8.9
902,30,3792,72,22,59900,0.2
903,34,10667,15,3,181100,3.2
904,49,8796,39,3,211000,8.7
905,57,3611,22,2,61100,1.3
906,56,3400,34,2,42500,7.2
907,53,11377,41,4,185300,7.8
908,37,7747,85,18,377000,9.7
909,38,10307,79,22,204600,2.9
910,29,3445,92,31,24500,1.0
911,32,3720,81,24,59800,2.4
912,61,5478,23,2,69000,5.9
913,46,9748,20,1,219800,4.3
914,39,10904,88,15,418000,6.9
915,46,12870,34,2,209500,6.4
916,47,12244,20,3,130300,1.2
917,24,3446,80,23,44000,3.9
918,38,9588,84,23,168700,7.4
919,58,5905,29,2,115300,7.8
920,46,9448,87,18,350200,11.8
921,43,9206,96,14,318400,8.3
922,56,4221,23,1,53900,1.7
923,28,3142,88,17,59800,1.8
924,33,3172,71,24,66900,0.3
925,37,8718,86,18,251700,5.2
926,65,9373,38,2,176000,5.9
927,30,7979,78,19,191900,7.5
928,55,11724,42,1,170900,7.8
929,38,11232,73,18,341600,8.7
930,40,8039,65,21,348500,10.9
931,31,4302,75,28,37300,2.8
932,31,3418,88,19,60100,0.0
933,36,11079,80,19,554800,9.8
934,39,13935,40,1,131200,8.7
935,28,2025,93,10,33500,1.1
936,44,8996,95,24,302200,4.4
937,29,9084,81,13,153300,11.9
938,29,2207,69,33,47200,1.4
939,28,8389,92,17,438400,3.0
940,38,14472,41,1,198400,4.4
941,32,3868,78,20,16500,0.2
942,32,8155,82,17,503000,9.5
943,36,3404,78,22,16400,4.0
944,48,5013,24,3,103400,7.7
945,33,2128,83,24,30800,3.5
946,47,5085,22,1,53800,7.1
947,49,14297,38,3,148100,8.7
948,35,9114,79,15,181300,2.3
949,25,3533,71,15,48900,0.4
950,61,5762,26,2,59400,9.4
951,26,3801,86,25,39100,0.0
952,24,4271,73,15,51000,2.4
953,56,11339,27,3,144600,6.1
954,29,3148,71,24,50900,3.9
955,29,3525,76,22,60000,1.4
956,45,11343,19,0,251300,7.6
957,28,4630,68,20,44500,2.2
958,61,5688,23,3,57400,4.3
959,36,9996,83,16,94400,8.6
960,69,4418,13,3,64500,2.8
961,43,7371,78,14,119600,8.7
962,34,8163,79,18,182300,6.4
963,53,11419,30,0,227900,2.6
964,23,2497,74,27,53900,1.9
965,61,5100,36,1,61300,2.5
966,43,10676,70,26,338200,7.7
967,41,7297,85,14,252400,2.3
968,42,11159,79,17,418200,10.3
969,27,3434,76,17,29900,2.5
970,50,5476,21,3,59400,1.1
971,36,10617,83,24,454500,7.6
972,29,3827,81,21,52500,0.3
973,25,2698,72,28,56200,3.1
974,54,5959,17,4,35100,0.6
975,42,10664,91,22,163100,9.3
976,33,8426,98,9,187100,7.0
977,45,9185,91,12,211200,10.2
978,24,11716,79,11,223300,9.7
979,22,3535,73,23,42400,0.9
980,25,4088,82,20,43700,1.7
981,53,5389,27,2,54300,8.8
982,29,2827,65,19,52000,2.6
983,35,11239,81,14,220000,9.8
984,63,5092,32,1,32600,5.3
985,49,7360,81,21,168000,7.7
986,36,8820,85,18,314600,11.1
987,56,10834,38,4,220300,1.6
988,29,2956,69,23,38100,2.4
989,28,2431,79,23,47700,1.3
990,25,3781,86,24,38600,0.6
991,54,3893,24,4,68700,7.0
992,30,9960,83,20,166200,9.6
993,39,11526,71,19,460100,10.4
994,29,10902,80,16,265000,7.3
995,21,3552,77,17,34600,4.0
996,30,2828,74,29,33000,0.4
997,24,4139,82,16,50600,2.3
998,55,4195,34,2,47500,11.9
999,40,12980,28,4,179900,4.8
1000,38,10374,84,27,598500,7.7
1001,31,2983,68,22,47300,1.9
1002,37,9748,27,2,178000,8.9
1003,36,11346,76,17,210700,2.9
1004,47,12584,32,7,95900,2.3
1005,40,8124,81,22,183800,8.5
1006,31,9680,27,3,199900,8.3
1007,48,15000,32,0,235400,9.6
1008,33,11433,69,18,191800,6.7
1009,51,4781,25,2,73700,1.5
1010,30,3629,69,23,36400,1.6
1011,23,3972,80,17,75400,0.7
1012,38,9448,79,25,278800,5.8
1013,59,4910,25,1,57000,11.2
1014,53,12642,21,2,108900,9.1
1015,35,13222,80,12,198400,2.2
1016,27,2700,75,15,38600,1.5
1017,59,4615,27,1,66400,4.3
1018,39,8471,72,22,165800,8.2
1019,61,5497,28,3,93300,9.2
1020,28,3115,71,25,41500,0.9
1021,58,6227,27,3,47700,1.9
1022,30,3448,90,22,55200,1.6
1023,45,13150,48,2,179900,4.6
1024,69,7526,15,2,86200,8.5
1025,35,8215,84,16,452000,9.2
1026,28,3989,62,20,20000,0.4
1027,39,3006,81,23,27200,2.7
1028,44,5318,22,3,64600,7.3
1029,26,3621,69,20,31900,1.5
1030,60,4951,31,2,73500,2.8
1031,27,2951,76,30,60900,0.7
1032,59,5206,32,4,33600,5.4
1033,36,10032,96,20,428000,2.8
1034,30,4343,75,25,39600,3.5
1035,70,4645,32,1,23600,5.3
1036,34,11350,30,3,192000,3.6
1037,57,4676,32,2,37800,3.1
1038,23,2166,79,24,37800,3.7
1039,61,4997,28,2,62500,1.4
1040,38,10419,86,18,617600,11.3
1041,48,9073,78,24,514400,3.7
1042,22,3660,64,25,72300,1.6
1043,26,3713,91,21,49900,3.9
1044,35,8108,73,15,131100,4.9
1045,20,3699,79,17,58600,0.3
1046,52,12752,24,3,253800,8.7
1047,63,3716,28,2,52200,2.1
1048,31,11132,79,19,265300,10.6
1049,53,4372,21,4,65300,11.3
1050,24,2953,69,19,25500,0.6
1051,34,2911,72,25,41700,3.7
1052,63,5287,37,3,48800,11.4
1053,27,3466,69,24,52600,1.1
1054,36,12505,24,1,178300,9.0
1055,58,6249,22,1,48700,4.6
1056,42,10450,74,29,446300,9.9
1057,29,3134,65,22,49700,0.2
1058,29,8896,83,15,205200,2.5
1059,20,3641,81,22,54400,1.3
1060,22,2934,71,19,54300,2.0
1061,48,9408,30,2,120700,7.0
1062,21,5107,69,18,48500,1.0
1063,32,10322,79,15,173300,6.5
1064,57,5511,17,1,72600,9.6
1065,47,8366,85,18,563400,11.4
1066,43,13275,39,3,238800,8.7
1067,32,3471,98,22,54800,1.6
1068,42,9120,37,3,169000,1.7
1069,29,2434,85,18,60900,1.8
1070,36,10601,31,3,221200,4.5
1071,54,6892,19,1,32500,1.0
1072,41,8716,91,18,501600,5.7
1073,34,10297,83,23,366200,5.5
1074,42,9198,31,2,167000,7.9
1075,49,10228,37,3,251700,3.8
1076,32,4252,64,20,48400,1.1
1077,45,10461,87,11,269900,11.1
1078,46,5184,32,3,20600,8.5
1079,36,10015,81,9,208800,11.5
1080,53,5264,23,3,38000,4.6
1081,57,5245,28,2,76400,7.7
1082,62,5197,34,3,24300,4.0
1083,59,11402,30,4,181700,8.8
1084,45,9402,14,5,127000,7.0
1085,28,2575,69,23,57500,1.8
1086,32,3129,72,25,53000,1.3
1087,23,4293,69,23,34800,1.2
1088,25,3438,73,26,55000,1.0
1089,35,8998,90,24,365900,2.6
1090,30,4001,84,19,31200,1.6
1091,53,9762,82,16,419200,11.6
1092,58,4404,23,3,49900,6.2
1093,38,9957,84,16,507800,3.7
1094,59,5612,26,1,54100,10.1
1095,47,12703,27,5,133100,4.5
1096,36,11017,81,19,598300,8.4
1097,37,3694,63,23,62900,3.1
1098,36,10608,69,17,378600,4.2
1099,55,10797,37,2,248000,2.4
1100,27,2532,90,23,45200,2.6
1101,51,4788,29,1,45000,11.7
1102,53,3321,21,1,71000,3.1
1103,42,10247,84,20,115900,12.0
1104,26,2357,61,24,41300,0.8
1105,43,8244,86,10,373600,5.1
1106,34,9742,89,25,599400,11.5
1107,21,2381,72,26,53200,2.6
1108,36,9589,78,5,155300,10.1
1109,29,11668,33,4,199100,8.6
1110,35,12005,18,1,210400,1.6
1111,44,11609,36,3,166100,1.1
1112,51,9567,79,22,586800,5.0
1113,56,6210,17,1,20100,11.8
1114,35,9698,73,16,186400,7.0
1115,39,10926,80,20,217100,10.2
1116,22,2818,77,16,52300,3.1
1117,47,3778,9,3,67800,6.3
1118,56,4788,22,2,41800,11.9
1119,43,9441,74,13,215000,3.5
1120,43,13238,28,2,206200,2.1
1121,35,11499,90,12,607500,9.3
1122,23,3363,86,13,32100,0.2
1123,59,5518,21,4,82600,3.0
1124,48,9909,74,20,144200,6.4
1125,28,3242,83,19,52900,2.6
1126,44,9311,38,3,135900,1.9
1127,25,3771,77,21,53100,1.8
1128,54,6391,22,3,75200,11.8
1129,50,15000,25,5,106400,1.7
1130,36,8296,85,15,198000,4.0
1131,45,10349,35,0,223600,8.1
1132,34,11321,43,3,222400,1.2
1133,44,11602,91,28,369400,2.8
1134,42,9108,84,14,366900,11.8
1135,24,8584,72,19,654300,8.5
1136,29,3013,89,17,40100,0.9
1137,36,11610,79,18,146400,2.5
1138,41,13436,26,2,206900,7.2
1139,43,12210,35,3,216400,1.2
1140,57,4601,19,2,75800,0.9
1141,34,8978,81,13,197500,10.9
1142,66,5238,34,0,79500,7.3
1143,37,11355,72,25,301300,7.3
1144,47,11131,43,4,170600,8.3
1145,25,3378,76,21,55900,1.5
1146,23,3584,81,20,71800,0.8
1147,22,2162,92,23,50300,2.7
1148,31,2065,63,27,42100,2.8
1149,30,2939,73,27,50900,3.8
1150,40,8250,92,20,571000,7.6
1151,26,2900,86,27,62700,2.4
1152,26,4277,85,25,39800,3.6
1153,68,5474,14,3,75900,0.4
1154,33,8228,83,15,422700,6.0
1155,57,4983,13,2,55100,10.9
1156,32,9051,74,23,525600,10.7
1157,29,3523,61,19,37600,2.0
1158,40,10622,86,22,482300,11.2
1159,23,3345,78,15,51100,3.5
1160,42,10672,90,17,133700,6.2
1161,38,10392,85,18,198700,10.5
1162,57,5345,18,3,47500,12.0
1163,48,8680,86,12,644000,10.3
1164,29,3221,79,25,38500,0.7
1165,37,13093,18,4,179100,9.0
1166,38,9090,79,8,255900,10.5
1167,26,2228,92,18,38900,1.6
1168,27,2651,68,19,58000,1.1
1169,20,2503,60,26,54700,3.4
1170,48,10821,27,3,275700,4.8
1171,53,4515,25,0,60400,5.8
1172,49,10552,26,2,342100,6.0
1173,38,6685,78,17,219200,8.0
1174,29,3580,76,19,65200,4.0
1175,43,8875,81,21,368300,4.7
1176,52,5660,12,4,83200,2.4
1177,23,4546,66,22,62200,0.3
1178,36,8299,28,1,199000,8.6
1179,41,11105,23,4,143500,7.3
1180,43,12132,24,4,158500,4.5
1181,36,11007,89,13,217900,9.0
1182,58,4227,17,1,67900,0.7
1183,43,15000,36,2,141700,1.6
1184,41,9217,75,18,407900,7.7
1185,55,6056,19,3,20700,8.0
1186,67,4317,23,3,59100,0.7
1187,32,8824,70,16,245800,10.8
1188,45,10819,78,17,193600,11.7
1189,31,10943,78,18,469900,11.8
1190,39,10791,46,5,93000,8.4
1191,70,4449,31,2,83000,4.7
1192,43,10852,38,2,205600,6.1
1193,37,9876,84,16,367800,9.8
1194,49,4901,33,1,36900,11.8
1195,40,12286,29,1,147300,3.4
1196,48,12075,27,1,117900,2.8
1197,28,3620,75,18,42900,0.5
1198,40,11702,34,3,97400,3.7
1199,35,11343,38,3,146600,9.2
1200,59,5259,29,2,24000,7.5
1201,37,8829,73,12,171000,6.0
1202,49,6342,21,2,26800,8.6
1203,50,10829,35,4,169000,3.6
1204,59,12285,32,2,154900,5.8
1205,31,9958,78,22,423100,6.5
1206,24,2453,73,28,47600,0.1
1207,25,3534,69,16,51000,3.8
1208,27,11670,86,18,398100,9.0
1209,23,2953,82,23,43500,3.8
1210,26,3092,87,19,54300,0.6
1211,49,10396,40,3,144300,3.2
1212,26,4167,85,26,46500,1.6
1213,55,6336,33,0,79000,3.3
1214,35,8959,75,17,198000,11.6
1215,59,4396,25,2,66600,8.0
1216,35,9032,95,14,219300,10.3
1217,66,5644,16,1,73900,4.6
1218,42,7608,74,25,325800,6.0
1219,34,10658,78,13,165700,6.4
1220,29,8520,78,15,141800,9.9
1221,57,4191,21,2,69400,10.8
1222,65,4883,22,1,37700,0.7
1223,43,8351,70,24,147600,3.8
1224,31,3349,58,25,33400,0.2
1225,45,9673,84,18,561200,3.0
1226,34,9257,74,11,215300,2.1
1227,52,7694,87,20,214300,6.1
1228,40,8861,80,15,201300,3.1
1229,20,2000,89,21,50500,2.9
1230,24,3797,76,23,46800,1.9
1231,49,9882,24,1,178700,8.4
1232,29,3600,90,18,17100,3.9
1233,39,10461,90,17,371300,12.0
1234,56,12342,46,3,170000,2.4
1235,31,8339,87,16,412900,8.9
1236,33,2614,82,19,54500,0.8
1237,40,14264,28,2,239600,6.4
1238,43,10782,36,6,146300,1.9
1239,43,12405,35,5,136200,1.3
1240,44,9635,33,4,250800,4.4
1241,65,5720,30,3,41200,4.6
1242,26,2506,83,22,41000,2.0
1243,58,10024,31,5,229400,3.4
1244,40,11184,80,23,376700,8.6
1245,63,4495,20,3,26800,10.3
1246,57,5909,37,4,35100,9.2
1247,55,5336,24,1,40100,6.3
1248,33,3193,79,20,55900,3.3
1249,56,12802,39,2,175800,9.4
1250,24,4421,65,19,47400,3.5
1251,33,10970,79,14,487500,5.6
1252,48,10161,35,2,270200,8.0
1253,33,3949,82,15,55200,2.0
1254,34,15000,34,2,177400,1.3
1255,36,9868,85,20,319300,8.8
1256,24,3138,83,21,56900,0.4
1257,29,9623,85,20,171300,11.0
1258,47,6076,26,4,28600,0.9
1259,30,3341,88,24,40600,0.5
1260,28,2853,69,23,42100,0.6
1261,30,3104,67,24,71500,1.9
1262,49,13595,51,3,230300,5.1
1263,23,3836,81,21,48900,1.3
1264,64,5554,24,2,38400,0.5
1265,27,3259,78,25,49400,1.3
1266,45,10667,18,5,269100,5.9
1267,32,3262,76,22,29200,1.5
1268,22,8935,88,20,564900,8.9
1269,26,2544,73,22,54800,2.3
1270,58,4965,27,0,51800,1.8
1271,47,11474,79,15,138500,3.6
1272,38,11322,24,2,158000,9.7
1273,45,9542,83,17,429600,5.4
1274,26,2494,67,13,33700,3.0
1275,32,9655,93,23,179900,11.4
1276,42,11018,76,11,233800,6.2
1277,59,12327,38,1,176700,7.0
1278,29,3624,90,18,35400,2.7
1279,26,2823,81,24,40700,3.7
1280,21,2038,74,24,45400,3.5
1281,22,2130,80,14,51200,1.5
1282,28,9357,81,17,184800,4.6
1283,31,10440,68,17,156700,11.1
1284,57,11576,23,1,219800,5.8
1285,20,3469,82,21,36600,0.1
1286,39,8352,81,21,546900,2.9
1287,34,12676,83,16,371500,4.5
1288,28,3086,78,26,42800,1.4
1289,60,3977,24,1,78300,0.9
1290,56,3575,38,3,51600,6.4
1291,34,2866,78,22,62600,3.9
1292,53,10696,32,5,216300,5.2
1293,56,4910,24,2,90600,9.6
1294,61,3819,21,3,31900,6.4
1295,25,2346,73,24,41400,2.9
1296,27,3014,84,21,47100,0.2
1297,26,3207,80,23,39100,2.7
1298,29,2000,64,17,41300,2.2
1299,45,12879,31,2,179900,4.7
1300,61,5092,32,3,74600,8.7
1301,69,4606,15,2,45500,9.5
1302,33,3548,58,19,42400,2.1
1303,30,4201,77,16,60500,0.3
1304,38,11169,88,17,550500,7.6
1305,58,2840,11,4,61900,8.4
1306,23,3250,67,24,18400,2.6
1307,35,10102,84,19,574200,6.1
1308,45,9726,26,3,103700,5.7
1309,52,10748,39,0,160500,8.5
1310,42,11554,75,12,248000,3.7
1311,36,11249,78,19,177400,8.8
1312,48,8747,87,19,251500,2.5
1313,70,4915,16,2,58700,3.9
1314,33,9641,81,21,391600,9.5
1315,43,9476,77,15,505200,2.0
1316,53,12954,34,4,147600,4.2
1317,37,9746,92,12,171100,8.0
1318,46,9196,77,17,242700,3.6
1319,33,11216,81,5,587000,8.3
1320,66,6342,30,2,48600,0.3
1321,39,9138,29,4,97400,9.0
1322,52,9667,34,5,270700,7.0
1323,39,11572,78,26,431200,7.1
1324,58,4254,19,1,61300,11.9
1325,52,12575,32,3,113800,2.1
1326,54,4457,19,3,85000,4.9
1327,58,5208,24,3,71600,7.4
1328,37,10664,36,2,176000,2.0
1329,29,2261,67,16,46100,1.9
1330,32,3404,76,16,33100,1.2
1331,65,4928,33,2,67900,4.4
1332,28,8491,86,12,227500,3.5
1333,57,6952,25,3,51600,10.2
1334,36,9629,67,20,521300,8.5
1335,35,9427,17,4,139200,10.0
1336,46,11973,41,0,241300,9.7
1337,35,3435,81,24,47400,2.3
1338,39,13749,39,4,127800,6.4
1339,45,11512,85,14,416300,2.2
1340,35,11283,78,25,133200,6.2
1341,32,2865,96,20,40200,3.2
1342,28,2450,84,22,52500,2.4
1343,35,12532,29,0,170600,1.6
1344,37,8829,69,21,247900,7.9
1345,26,3367,72,26,59000,1.0
1346,62,5673,28,1,93900,2.3
1347,33,2784,64,24,46200,3.0
1348,38,11453,26,4,79100,6.8
1349,26,3489,81,23,52000,1.3
1350,31,9353,76,19,122800,5.7
1351,43,8478,88,24,550700,11.6
1352,24,3899,77,22,54200,3.9
1353,42,9443,78,19,135300,4.9
1354,47,13100,37,2,226400,8.5
1355,27,3165,75,24,63600,2.4
1356,54,12830,26,4,267900,4.0
1357,32,11010,25,2,265500,7.1
1358,22,2000,72,16,16400,1.9
1359,20,2683,86,17,37700,2.5
1360,50,12252,28,5,221100,8.4
1361,43,10287,84,20,336000,4.5
1362,34,11396,95,22,518400,5.4
1363,21,3357,84,22,40500,1.0
1364,31,2000,79,13,23300,3.3
1365,35,9462,83,21,438600,9.0
1366,28,3913,79,22,34300,0.6
1367,46,10149,74,28,454000,11.3
1368,36,9011,75,13,479300,7.9
1369,57,4770,32,1,14200,9.8
1370,33,9488,69,20,159500,3.1
1371,21,2430,88,16,45600,3.5
1372,26,3152,61,25,42700,4.0
1373,44,5413,33,1,61100,10.3
1374,67,5905,24,2,55100,7.6
1375,28,3079,89,22,51600,1.5
1376,37,9431,68,17,150600,2.2
1377,59,9021,41,3,81100,6.9
1378,70,5799,26,4,37100,9.8
1379,29,3830,71,25,50700,1.0
1380,35,3399,78,12,69200,2.2
1381,46,10873,43,5,125700,9.8
1382,22,3349,76,19,53800,0.0
1383,49,6293,72,15,240900,4.7
1384,35,8143,81,14,615200,6.4
1385,25,2395,88,22,70300,3.1
1386,40,11021,77,18,628300,6.2
1387,37,11047,71,17,197400,2.0
1388,29,3598,77,20,47500,1.0
1389,47,12871,41,2,139500,3.5
1390,35,9426,79,13,199500,9.4
1391,31,3452,71,20,43900,1.1
1392,45,11431,28,0,176200,5.5
1393,47,13167,49,2,188800,1.3
1394,69,4155,16,2,74200,11.6
1395,30,3792,80,23,34100,3.1
1396,36,9788,77,21,270600,3.2
1397,44,10988,20,6,152800,9.7
1398,55,4922,19,0,65100,5.6
1399,39,9945,76,18,519500,9.0
1400,45,9509,81,20,463500,9.7
1401,30,3272,67,21,47600,1.8
1402,41,12658,32,4,219200,9.8
1403,47,9237,58,0,177000,7.9
1404,37,10511,85,19,511100,10.7
1405,37,9696,78,23,215000,2.3
1406,43,10798,86,16,550400,4.8
1407,57,11180,31,4,139300,8.5
1408,40,11547,25,2,198600,2.7
1409,45,12763,48,1,189400,5.1
1410,31,10979,89,16,172400,11.1
1411,40,4935,22,1,107500,2.3
1412,39,13945,32,2,238100,2.2
1413,33,9085,83,18,215500,8.7
1414,37,11367,82,10,158500,7.5
1415,52,11502,34,4,183600,1.6
1416,49,4410,25,2,58000,2.7
1417,27,3367,78,21,58300,2.2
1418,43,11902,35,3,167500,2.0
1419,37,11826,30,1,130900,7.7
1420,26,3279,82,23,39400,3.6
1421,24,2865,84,22,48400,3.5
1422,25,3611,83,31,67600,2.6
1423,28,2959,82,21,51100,1.3
1424,38,10211,71,17,559900,8.7
1425,55,5712,23,2,37000,3.4
1426,54,6200,21,2,87000,10.7
1427,48,5311,23,2,51400,11.0
1428,28,4432,76,20,46100,0.4
1429,33,3487,86,19,22900,0.0
1430,33,11838,77,20,228300,5.2
1431,66,4694,31,1,75700,6.2
1432,25,10807,90,22,502800,7.3
1433,36,3951,81,19,28300,2.7
1434,43,11203,81,19,241900,9.9
1435,47,8318,76,14,199200,9.0
1436,30,2998,70,19,58000,1.4
1437,54,13587,36,2,166400,6.9
1438,20,4042,72,18,57300,1.0
1439,43,12291,35,4,227100,2.1
1440,48,9486,38,6,173000,5.7
1441,48,6210,22,4,55900,4.3
1442,57,5177,21,4,28600,4.1
1443,36,10229,35,0,220200,9.2
1444,27,2453,65,18,40300,1.3
1445,47,12343,41,3,171900,2.6
1446,52,5884,18,4,42300,6.1
1447,39,10511,81,18,488700,8.7
1448,37,9468,87,17,322200,11.0
1449,47,14351,35,4,226400,8.8
1450,37,2000,64,26,46000,2.8
1451,28,3193,83,20,33200,2.8
1452,37,9937,73,23,516300,6.9
1453,45,8927,85,20,459400,6.7
1454,25,3635,74,24,32800,3.6
1455,51,9555,45,3,178500,2.4
1456,40,9201,73,12,209200,6.3
1457,44,12794,35,4,190000,1.4
1458,44,12185,25,1,136500,4.6
1459,35,15000,36,3,158400,3.2
1460,43,15000,19,4,108900,2.4
1461,43,11008,73,17,318900,10.5
1462,51,5308,20,0,47900,5.5
1463,23,3219,65,13,27700,1.2
1464,25,2410,84,22,64000,2.8
1465,36,11657,84,20,540200,6.6
1466,35,9769,44,3,196900,5.2
1467,31,3390,85,29,56600,3.9
1468,48,11306,26,4,182400,5.3
1469,30,3223,88,27,35100,1.0
1470,33,12322,27,5,167400,8.6
1471,34,2523,68,20,25100,2.6
1472,24,3231,81,27,35300,2.1
1473,36,8943,71,17,628700,10.2
1474,42,12506,40,0,261400,7.7
1475,58,6979,27,3,81600,3.9
1476,44,15000,38,2,135900,4.1
1477,57,4755,26,1,27700,3.0
1478,46,12105,31,5,171500,6.1
1479,60,4339,25,1,68600,10.7
1480,46,12147,49,3,79800,3.5
1481,67,5647,26,2,39100,4.2
1482,65,3445,33,2,58400,1.5
1483,46,3893,21,1,77600,10.1
1484,38,12926,44,3,113200,8.6
1485,50,5470,15,1,44600,11.4
1486,62,5483,32,1,69100,5.4
1487,56,5173,16,2,66600,9.6
1488,52,6164,14,3,52500,8.4
1489,44,13549,29,4,188000,4.6
1490,26,2925,96,22,44300,0.9
1491,58,5355,22,3,57300,2.9
1492,26,3335,87,18,45800,0.9
1493,43,7066,73,18,234600,11.0
1494,38,10606,87,20,354300,10.0
1495,59,5399,32,2,43600,6.0
1496,40,11652,31,1,196200,6.4
1497,27,3507,73,18,44600,0.8
1498,37,10876,90,24,488600,7.5
1499,34,3606,77,18,57500,0.0
1500,42,12245,48,4,192700,3.2
1501,52,13654,27,1,138000,6.0
1502,36,10759,98,17,534800,6.8
1503,50,11725,24,2,170700,8.8
1504,54,6713,28,1,57700,2.0
1505,51,6039,24,1,77900,5.4
1506,39,10142,80,25,520500,6.9
1507,64,4661,36,2,59200,5.1
1508,58,3704,26,0,39400,5.2
1509,40,8707,84,23,147100,11.7
1510,24,3299,75,21,52300,2.2
1511,45,10857,24,1,142900,7.9
1512,53,3947,29,2,76000,0.6
1513,48,11742,38,4,231000,1.1
1514,25,2279,78,19,22000,0.7
1515,30,2302,74,18,48300,1.3
1516,29,3250,77,21,39800,1.0
1517,63,4751,19,3,43200,5.5
1518,48,4371,40,2,44800,7.4
1519,31,3683,84,13,22000,1.5
1520,51,4949,30,2,36000,11.9
